Movie Name,Time,Rating,Top 7 Cast,Western,Documentary,Music,TV Movie,War,History,Horror,Romance,Drama,Mystery,Fantasy,Crime,Comedy,Family,Animation,Thriller,Adventure,Science Fiction,Action
Hercules (2014),98,58,Dwayne JohnsonHercules; Ian McShaneAmphiarus; John HurtCotys; Rufus SewellAutolycus; Aksel HennieTydeus; Ingrid Bolsø BerdalAtalanta; Reece RitchieIolaus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Dragon Ball: Mystical Adventure (1988),48,67,Masako NozawaSon Goku (voice); Hiromi TsuruBulma (voice); Mayumi TanakaKrillin (voice); Kohei MiyauchiMaster Roshi (voice); Hirotaka SuzuokiTenshinhan (voice); Hiroko EmoriChaozu (voice); Toru FuruyaYamcha (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The Last Kumite (2024),105,68,Mathis LandwehrMichael Rivers; Kurt McKinneyDamon Spears; Billy BlanksMaster Loren; Matthias HuesRon Hall; Cynthia RothrockJulie Jackson; Michel QissiWolf; David KurzhalMarcus Gantz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Savage Beach (1989),92,46,Dona SpeirDonna; Hope Marie CarltonTaryn; John ApreaCaptain Andreas; Bruce PenhallBruce Christian; Rodrigo ObregónMartinez; Michael MikasaJapanese Warrior; Michael J. ShaneShane Abilene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Star Trek (2009),127,74,Chris PineCadet James T. Kirk; Zachary QuintoCommander Spock; Leonard NimoyAmbassador Spock; Eric BanaCaptain Nero; Bruce GreenwoodCaptain Christopher Pike; Karl UrbanDr. Leonard 'Bones' McCoy; Zoe SaldañaLieutenant Nyota Uhura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
From Russia with Love (1963),115,71,Sean ConneryJames Bond; Daniela BianchiTatiana 'Tanja' Romanova; Pedro ArmendárizAli Kerim Bey; Robert ShawDonald 'Red' Grant; Lotte LenyaRosa Klebb; Bernard LeeM; Lois MaxwellMiss Moneypenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Diary of a Nymphomaniac (2008),102,56,Belén FabraValérie; Leonardo SbaragliaJaime; Llum BarreraSonia; Geraldine ChaplinAbuela de Valére; Ángela MolinaCristina; Pedro GutiérrezHassan; José ChavesPedro,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Journey 2: The Mysterious Island (2012),94,62,Dwayne JohnsonHank Parsons; Josh HutchersonSean Anderson; Vanessa HudgensKailani Laguatan; Luis GuzmánGabato Laguatan; Michael CaineAlexander Anderson; Kristin DavisElizabeth Parsons; Anna ColwellJessica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Jupiter Ascending (2015),127,55,Channing TatumCaine Wise; Mila KunisJupiter Jones; Sean BeanStinger Apini; Eddie RedmayneBalem Abrasax; Douglas BoothTitus Abrasax; Tuppence MiddletonKalique Abrasax; Nikki Amuka-BirdDiomika Tsing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Cellar Door (2024),97,63,Jordana BrewsterSera; Scott SpeedmanJohn; Laurence FishburneEmmett; Addison TimlinAlyssa; Chris ConnerPaul MacManus; Randy SchulmanSteven; Katie O’GradyKathryn Conrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Superman (1978),143,71,Christopher ReeveClark Kent / Superman; Margot KidderLois Lane; Gene HackmanLex Luthor; Marlon BrandoJor-El; Ned BeattyOtis; Jackie CooperPerry White; Glenn FordPa Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Trolls (2016),92,66,Anna KendrickPoppy (voice); Justin TimberlakeBranch (voice); Zooey DeschanelBridget (voice); Christopher Mintz-PlasseKing Gristle (voice); Christine BaranskiChef (voice); Russell BrandCreek (voice); James CordenBiggie (voice),0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
Armageddon (1998),151,68,Bruce WillisHarry S. Stamper; Billy Bob ThorntonDan Truman; Ben AffleckA.J. Frost; Liv TylerGrace Stamper; Will PattonChick; Steve BuscemiRockhound; William FichtnerColonel Willie Sharp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Pinocchio (1940),88,71,Dickie JonesPinocchio / Alexander (voice) (uncredited); Cliff EdwardsJiminy Cricket (voice) (uncredited); Christian RubGeppetto (voice) (uncredited); Evelyn VenableThe Blue Fairy (voice) (uncredited); Walter Catlett'Honest John' Worthington Foulfellow (voice) (uncredited); Mel BlancGideon (hiccup) (voice) (uncredited); Charles JudelsStromboli / The Coachman (voice) (uncredited),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Barbarian (2022),103,68,Georgina CampbellTess; Bill SkarsgårdKeith; Justin LongAJ; Matthew Patrick DavisThe Mother; Richard BrakeFrank; Kurt BraunohlerDoug; Jaymes ButlerAndre,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
I Want You (2012),130,74,Mario CasasHache; Clara LagoGin; María ValverdeBabi; Álvaro CervantesPollo; Diego MartínAlejandro; Marina SalasKatina; Cristina PlazasRafaella,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sri Asih (2022),134,65,Pevita PearceAlana / Sri Asih; Reza RahadianJatmiko / Roh Setan; Christine HakimEyang Mariani; Jefri NicholTangguh; Dimas AnggaraKala; Surya SaputraPrayogo Adinegara; Jenny ZhangSarita Hamzah,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
Cleopatra (1963),251,70,Elizabeth TaylorCleopatra; Richard BurtonMarcus Antonius; Rex HarrisonJulius Caesar; Pamela BrownHigh Priestess; George ColeFlavius; Hume CronynSosigenes; Cesare DanovaApollodorus,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Chungking Express (1994),103,80,Takeshi KaneshiroHo Chi-mo / Cop 223; Brigitte Lin Ching-HsiaWoman in Blonde Wig; Tony Leung Chiu-WaiCop 663; Faye WongFaye; Valerie Chow Kar-LingAir Hostess; Piggy Chan Kam-ChuenOwner of Eatery; Kwan Lee-NaMay,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Ponyo (2008),100,77,Yuria KozukiPonyo (voice); Hiroki DoiSosuke (voice); George TokoroFujimoto (voice); Tomoko YamaguchiRisa (voice); Yûki AmamiGran Mamare (voice); Kazushige NagashimaKoichi (voice); Akiko YanoPonyo's Sister (voice),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Ghostbusters: Afterlife (2021),124,74,Mckenna GracePhoebe Spengler; Finn WolfhardTrevor Spengler; Carrie CoonCallie Spengler; Bokeem WoodbineSheriff Domingo; Paul RuddGary Grooberson; Logan KimPodcast; Celeste O'ConnorLucky,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
Idol Seungha's R-Rated Film Shooting (2021),61,65,Seung HaNa Eun; Yoo JungSi WooYeong Tae; Kang Seo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Boss Baby: Christmas Bonus (2022),45,67,JP KarliakBoss Baby (voice); Pierce GagnonTim (voice); Amaryllis AubelFrench Girl (voice); Jodi BensonLala Doo-Da (voice); Alex CazaresStaci (voice); Kalen ChaseDiddly Doo (voice); Ray ChaseDing Dong Dongle (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Bambi (1942),70,70,Donnie DunaganYoung Bambi (voice) (uncredited); Peter BehnYoung Thumper (voice) (uncredited); Stan AlexanderYoung Flower (voice) (uncredited); Cammie KingYoung Faline (voice) (uncredited); Will WrightFriend Owl (voice) (uncredited); Hardie AlbrightAdolescent Bambi (voice) (uncredited); Ann GillisAdolescent Faline (voice) (uncredited),0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Sneakers (1992),126,69,Robert RedfordBishop; Sidney PoitierCrease; David StrathairnWhistler; Dan AykroydMother; River PhoenixCarl; Ben KingsleyCosmo; Denise DowseBank Teller,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Kinds of Kindness (2024),164,66,Emma StoneRita / Liz / Emily; Jesse PlemonsRobert / Daniel / Andrew; Willem DafoeRaymond / George / Omi; Margaret QualleyVivian / Martha / Ruth / Rebecca; Hong ChauSarah / Sharon / Aka; Mamoudou AthieWill / Neil / Morgue Nurse; Joe AlwynCollectibles Appraiser / Passenger / Joseph,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Better Man (2024),135,78,Robbie WilliamsRobbie Williams (voice); Jonno DaviesRobbie Williams; Raechelle BannoNicole Appleton; Damon HerrimanNigel Martin-Smith; Steve PembertonPeter Williams; Alison SteadmanBetty Williams; Kate MulvanyJanet Williams,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Apocalypse Now (1979),147,83,Martin SheenCaptain Benjamin Willard; Frederic ForrestJay 'Chef' Hicks; Albert HallChief Phillips; Laurence FishburneTyrone 'Clean' Miller; Sam BottomsLance B. Johnson; Marlon BrandoColonel Walter Kurtz; Robert DuvallLieutenant Colonel Bill Kilgore,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Night Hunter (2019),95,66,Henry CavillMarshall; Ben KingsleyCooper; Alexandra DaddarioRachel; Stanley TucciCommissioner Harper; Brendan FletcherSimon; Minka KellyAngie; Nathan FillionQuinn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Despicable Me 3 (2017),90,65,Steve CarellGru / Dru (voice); Kristen WiigLucy Wilde (voice); Trey ParkerBalthazar Bratt (voice); Miranda CosgroveMargo (voice); Dana GaierEdith (voice); Nev ScharrelAgnes (voice); Steve CooganFritz / Silas Ramsbottom (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
O Filho do Homem (2019),115,0,Allan RalphJesus; Fernanda MartinezMaria; Fifo BenicasaPedro; Lucas ApóstoloJudas; Daniel BouzasMelchior; Priscila CamargoIsabel; Hugo CarvalhoSimão,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The 40 Year Old Virgin (2005),116,64,Steve CarellAndy Stitzer; Catherine KeenerTrish Piedmont; Paul RuddDavid; Romany MalcoJay; Seth RogenCal; Elizabeth BanksBeth; Leslie MannNicky,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Redcon-1 (2018),117,57,Oris ErhueroCaptain Marcus Stanton; Carlos GallardoSergeant Frederick Reeves; Mark StrangeLieutenant Frank Perez; Joshua DickinsonPrivate Perry Bernstein; Martyn FordCorporal Jacob Gallagher; Akira KoieyamaSergeant Simon Lau; Katarina Leigh WatersSergeant Kira Paige,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
A Clockwork Orange (1971),137,82,Malcolm McDowellAlex; Patrick MageeMr. Alexander; Carl DueringDr. Brodsky; Michael BatesChief Guard; Warren ClarkeDim; James MarcusGeorgie; Michael TarnPete,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ace (1981),90,61,Adriano CelentanoAsso; Edwige FenechSilvia; Renato SalvatoriBretella; Sylva KoscinaEnrichetta; Pippo SantonastasoMorgan; John Stacybanchiere; Gianni MagniIl killer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Proposal (2009),108,72,Sandra BullockMargaret Tate; Ryan ReynoldsAndrew Paxton; Malin ÅkermanGertrude; Craig T. NelsonJoe Paxton; Mary SteenburgenGrace Paxton; Betty WhiteGrandma Annie; Denis O'HareMr. Gilbertson,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
American Gangster (2007),157,76,Russell CroweRichie Roberts; Denzel WashingtonFrank Lucas; Chiwetel EjioforHuey Lucas; Cuba Gooding Jr.Nicky Barnes; Josh BrolinDetective Trupo; Ted LevineLou Toback; Armand AssanteDominic Cattano,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Ape vs Mecha Ape (2023),80,58,Tom ArnoldHamilton; Eugenia KuzminaZara; Corbin TimbrookPierce; Jack PearsonJoel; Brendan PetrizzoVolodrezjkan Soldier; Xander BaileyArnott; Lindsey Marie WilsonBlanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Anaconda (1997),89,52,Jennifer LopezTerri Flores; Ice CubeDanny Rich; Jon VoightPaul Serone; Eric StoltzDr. Steven Cale; Jonathan HydeWarren Westridge; Owen WilsonGary Dixon; Kari WuhrerDenise Kalberg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
E.T. the Extra-Terrestrial (1982),115,75,Henry ThomasElliott; Drew BarrymoreGertie; Robert MacNaughtonMichael; Peter CoyoteKeys; Dee WallaceMary; Erika EleniakPretty Girl; K.C. MartelGreg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
Sanctum (2011),108,61,Richard RoxburghFrank; Ioan GruffuddCarl; Rhys WakefieldJosh; Alice ParkinsonVictoria; Dan WyllieCrazy George; Christopher James BakerJ.D.; Nicole DownsLiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Underworld: Blood Wars (2016),91,59,Kate BeckinsaleSelene; Theo JamesDavid; Tobias MenziesMarius; Lara PulverSemira; Bradley JamesVarga; Peter AnderssonVidar; James FaulknerCassius,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Black Clover: Sword of the Wizard King (2023),113,82,Gakuto KajiwaraAsta (voice); Nobunaga ShimazakiYuno (voice); Junichi SuwabeYami Sukehiro (voice); Kana YuukiNoelle Silva (voice); Toshihiko SekiConrad Leto (voice); Toshiyuki MorikawaJulius Novachrono (voice); Hochu OtsukaEdward Avalaché (voice),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
Silver Linings Playbook (2012),122,71,Bradley CooperPat Solatano Jr.; Jennifer LawrenceTiffany Maxwell; Robert De NiroPat Solatano Sr.; Jacki WeaverDolores Solatano; Chris TuckerDanny McDaniels; Anupam KherDr. Cliff Patel; John OrtizRonnie,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
M3GAN (2022),102,71,Allison WilliamsGemma; Violet McGrawCady; Ronny ChiengDavid Lin; Amie DonaldM3GAN; Jenna DavisM3GAN (voice); Brian Jordan AlvarezCole; Jen Van EppsTess,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Goldfinger (1964),110,73,Sean ConneryJames Bond; Gert FröbeAuric Goldfinger; Honor BlackmanPussy Galore; Harold SakataOddjob; Shirley EatonJill Masterson; Tania MalletTilly Masterson; Bernard LeeM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Hellboy II: The Golden Army (2008),120,68,Ron PerlmanHellboy; Selma BlairLiz Sherman; Doug JonesAbe Sapien; John AlexanderJohann Krauss / Bethmoora Goblin; Seth MacFarlaneJohann Krauss (voice); Luke GossPrince Nuada; Anna WaltonPrincess Nuala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Kaskasero (2024),109,60,Angela MorenaDenise; Itan MagnayeMigs; Marco GomezArchie; Christine BermasGabbi; Jeffrey SantosEfren; Vern KayeFriend of Jade; Elmo Elarmo Jr.Elmer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I Spit on Your Grave 2 (2013),100,63,Jemma DallenderKatie; Joe AbsolomIvan; Aleksandar AleksievNicolay; Yavor BaharovGeorgy; Mary StockleyAna; Michael DixonJayson; Valentine PelkaFather Dimov,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Elysium (2013),109,65,Matt DamonMax; Jodie FosterDelacourt; Sharlto CopleyKruger; Diego LunaJulio; Wagner MouraSpider; Alice BragaFrey; William FichtnerJohn Carlyle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
8 Mile (2002),111,71,EminemJimmy; Kim BasingerStephanie; Mekhi PhiferFuture; Brittany MurphyAlex; Evan JonesCheddar Bob; Omar Benson MillerSol George; De'Angelo WilsonDJ IZ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malena (2000),109,74,"Monica BellucciMalèna Scordia; Giuseppe SulfaroRenato Amoroso; Luciano FedericoRenato's Father; Matilde PianaRenato's Mother; Pietro NotarianniProf. Bonsignore; Gaetano AronicaNino Scordia; Gilberto IdoneaCentorbi, the Lawyer",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kiskisan (2024),60,0,Apple DyBea; Skye GonzagaCheska; Juan CalmaRener; Robb GuintoAdelle; Tabs SumulongTita Luring; ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Halloween (1978),91,76,Donald PleasenceLoomis; Jamie Lee CurtisLaurie; Nancy KyesAnnie; P.J. SolesLynda; Charles CyphersBrackett; Kyle RichardsLindsey; Brian AndrewsTommy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Spy (2015),120,68,Melissa McCarthySusan Cooper; Rose ByrneRaina Boyanov; Jason StathamRick Ford; Jude LawBradley Fine; Miranda HartNancy B. Artingstall; Allison JanneyElaine Crocker; Bobby CannavaleSergio De Luca,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Red Sparrow (2018),140,65,"Jennifer LawrenceDominika Egorova; Joel EdgertonNathaniel ""Natan"" Nash; Matthias SchoenaertsVanya Egorova; Charlotte RamplingMatron; Jeremy IronsVladimir Korchnoi; Ciarán HindsAlexei Zyuganov; Joely RichardsonNina Egorova",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Hot Fuzz (2007),121,76,Simon PeggNicholas Angel; Nick FrostPC Danny Butterman; Jim BroadbentInspector Frank Butterman; Paddy ConsidineDS Andy Wainwright; Rafe SpallDC Andy Cartwright; Kevin EldonSergeant Tony Fisher; Olivia ColmanPC Doris Thatcher,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
The Cabin in the Woods (2012),95,66,Kristen ConnollyDana Polk; Fran KranzMarty Mikalski; Chris HemsworthCurt Vaughn; Jesse WilliamsHolden McCrea; Anna HutchisonJules Louden; Richard JenkinsRichard Sitterson; Bradley WhitfordSteve Hadley,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Three Billboards Outside Ebbing, Missouri (2017)",115,81,Frances McDormandMildred Hayes; Woody HarrelsonBill Willoughby; Sam RockwellJason Dixon; Lucas HedgesRobbie Hayes; Abbie CornishAnne Willoughby; Caleb Landry JonesRed Welby; Peter DinklageJames,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Joy (2024),115,68,Bill NighyPatrick Steptoe; James NortonRobert Edwards; Thomasin McKenzieJean Purdy; Charlie MurphyTrisha Johnson; Rish ShahArun; Cecily CleeveCaroline; Eoin DuffyColin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Impossible (2012),114,74,Naomi WattsMaria Bennett; Ewan McGregorHenry Bennett; Tom HollandLucas Bennett; Samuel JoslinThomas Bennett; Oaklee PendergastSimon Bennett; Marta EturaSimone; Sönke MöhringKarl Schweber,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
10 Cloverfield Lane (2016),104,70,John GoodmanHoward; Mary Elizabeth WinsteadMichelle; John Gallagher Jr.Emmett; Douglas M. GriffinDriver; Suzanne CryerWoman; Bradley CooperBen (voice); Sumalee MontanoVoice on Radio (voice),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
Triangle of Sadness (2022),147,71,Harris DickinsonCarl; Charlbi DeanYaya; Woody HarrelsonThe Captain; Zlatko BurićDimitry; Vicki BerlinPaula; Dolly de LeonAbigail; Henrik DorsinJarmo,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Dragon Ball Super: Super Hero (2022),99,79,Masako NozawaSon Goku / Son Gohan / Son Goten / Gotenks (voice); Toshio FurukawaPiccolo (voice); Yuko MinaguchiPan / Videl (voice); Hiroshi KamiyaGamma #1 (voice); Mamoru MiyanoGamma #2 (voice); Miyu IrinoDr. Hedo (voice); Ryota TakeuchiCarmine (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Project Wolf Hunting (2022),122,64,Seo In-gukPark Jong-du; Jang Dong-yoonLee Do-il; Park Ho-sanLee Seok-woo; Jung So-minLee Da-yeon; Ko Chang-seokKo Geon-bae; Jang Young-namChoi Myung-ju; Son Jong-hakSon Soo-cheol,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Wishmaster (1997),90,60,Angus ScrimmNarrator (voice); Andrew DivoffThe Djinn; Tammy LaurenAlexandra Amberson; Robert EnglundRaymond Beaumont; Ari BarakZoroaster; Jake McKinnonSkeleton Man; Greg FunkSnake Man,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Wallace & Gromit: The Curse of the Were-Rabbit (2005),85,71,Peter SallisWallace / Hutch (voice); Ralph FiennesVictor Quartermaine (voice); Helena Bonham CarterLady Campanula Tottington (voice); Peter KayPC Mackintosh (voice); Nicholas SmithReverend Clement Hedges (voice); Liz SmithMrs. Mulch (voice); John ThomsonMr. Windfall (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Shazam! (2019),132,70,Zachary LeviShazam; Mark StrongDr. Sivana; Asher AngelBilly Batson; Jack Dylan GrazerFreddy Freeman; Adam BrodySuper Hero Freddy; Djimon HounsouWizard; Faithe HermanDarla Dudley,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Kiki's Delivery Service (1989),103,78,Minami TakayamaKiki / Ursula (voice); Rei SakumaJiji (voice); Kappei YamaguchiTombo (voice); Keiko TodaOsono (voice); Mieko NobusawaKokiri (voice); Koichi MiuraOkino (voice); Haruko KatōOld Lady (voice),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
A Real Young Girl (1976),89,53,Charlotte AlexandraAlice Bonnard; Hiram KellerPierre-Evariste Renard / 'Jim' / 'Earthworm Jim'; Rita MaidenMrs. Bonnard; Bruno BalpMr. Bonnard; Georges GuéretMartial; Shirley StolerGrocer in Aupom; Thierry RolandTV Commentator (voice) (archive footage),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gunpowder Milkshake (2021),114,63,Karen GillanSam; Lena HeadeyScarlet; Chloe ColemanEmily; Carla GuginoMadeleine; Michelle YeohFlorence; Angela BassettAnna May; Paul GiamattiNathan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
The Dreamers (2003),115,72,Michael PittMatthew; Eva GreenIsabelle; Louis GarrelTheo; Anna ChancellorMother; Robin RenucciFather; Jean-Pierre KalfonHimself; Jean-Pierre LéaudHimself,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Jungle Book (2016),106,69,Neel SethiMowgli; Bill MurrayBaloo (voice); Ben KingsleyBagheera (voice); Idris ElbaShere Khan (voice); Scarlett JohanssonKaa (voice); Christopher WalkenKing Louie (voice); Lupita Nyong'oRaksha (voice),0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
Young Mother (2013),83,50,Joo In-cheolJin-goo (진구); Lee Eun-miJoo-hee (주희); Yeon HeeHyun-ah (현아); Kim Min-jeongHwa-young (화영); Jae Hoon JeongKim Chan-jang; Jeong Bong-jaeKitchen Assistant; Kim Geun-YoungJin-goo's Mom,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Cloudy with a Chance of Meatballs 2 (2013),95,64,Bill HaderFlint Lockwood (voice); Anna FarisSam Sparks (voice); James CaanTim Lockwood (voice); Will ForteChester V (voice); Andy SambergBrent McHale (voice); Benjamin BrattManny (voice); Neil Patrick HarrisSteve (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Willy Wonka & the Chocolate Factory (1971),99,75,Gene WilderWilly Wonka; Peter OstrumCharlie Bucket; Jack AlbertsonGrandpa Joe; Paris ThemmenMike Teevee; Nora DenneyMrs. Teevee; Julie Dawn ColeVeruca Salt; Roy KinnearMr. Salt,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Erotic Ghost Story III (1992),94,58,Kenny Wong Tak-BanChu Chung; Pauline Chan Bo-LinWan Yee-Mung; Otomo RenaVixen; Chik King-ManLiu See-See; Shing Fui-OnReverend Monk; William HoChia Yuen; Jack Wong Wai-LeungGuard,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
La Hierba del Diablo (2024),90,40,Lina CardonaÉrika; Max MariegesSantiago; Hamza ZaidiMauro; ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Life of Pets 2 (2019),86,70,Patton OswaltMax (voice); Kevin HartSnowball (voice); Eric StonestreetDuke (voice); Jenny SlateGidget (voice); Tiffany HaddishDaisy (voice); Lake BellChloe (voice); Nick KrollSergei (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Lightyear (2022),105,70,Chris EvansBuzz Lightyear (voice); Keke PalmerIzzy Hawthorne (voice); Peter SohnSOX (voice); Taika WaititiMo Morrison (voice); Dale SoulesDarby Steel (voice); James BrolinZurg (voice); Uzo AdubaAlisha Hawthorne (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Blade II (2002),117,66,Wesley SnipesBlade; Kris KristoffersonWhistler; Ron PerlmanReinhardt; Leonor VarelaNyssa; Norman ReedusScud; Thomas KretschmannDamaskinos; Luke GossNomak,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
Lolita (1997),137,71,"Jeremy IronsHumbert Humbert; Dominique SwainDolores ""Lolita"" Haze; Melanie GriffithCharlotte Haze; Frank LangellaClare Quilty; Suzanne ShepherdMiss Pratt; Keith ReddinReverend Rigger; Erin J. DeanMona",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Rampage (2018),107,65,Dwayne JohnsonDavis Okoye; Naomie HarrisDr. Kate Caldwell; Malin ÅkermanClaire Wyden; Jeffrey Dean MorganHarvey Russell; Jake LacyBrett Wyden; Joe ManganielloBurke; Marley SheltonDr. Kerry Atkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Palm Springs (2020),90,73,Andy SambergNyles; Cristin MiliotiSarah; J.K. SimmonsRoy; Peter GallagherHoward; Meredith HagnerMisty; Camila MendesTala; Tyler HoechlinAbe,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
The Room Next Door (2024),107,72,Julianne MooreIngrid; Tilda SwintonMartha / Michelle; John TurturroDamian; Alessandro NivolaPoliceman; Juan Diego BottoPhotographer; Raúl ArévaloSpanish Priest (Bernardo); Victoria LuengoFred's Wife,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"As Above, So Below (2014)",93,67,Perdita WeeksScarlett; Ben FeldmanGeorge; Edwin HodgeBenji; François CivilPapillon; Marion LambertSouxie; Ali MarhyarZed; Cosme CastroLa Taupe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
